StoryId,NodeOrder,NodeId,NodeType,Text,CharacterId,PortraitId,NextNodeId,DimPortrait,KeepPortrait,UseTypingEffect,AutoAdvance,AutoAdvanceDelay,Memo
Normal_02,15,Refugee_Expel,PlayerDialogue,"아뇨. 저 역시 동의합니다. 이 구역으로 들어오려는 사람들은 미리 막고, 필요하다면 내보내는 편이 좋다고 생각합니다.",Char_Danwol_01,D_01_00,Sihwa_07,TRUE,TRUE,FALSE,FALSE,0,
Normal_02,16,Refugee_Sympathy,PlayerDialogue,그게 아니라... 그들이 안타깝게 느껴져서요. 하루아침에 집을 잃은 사람들이니까요.,Char_Danwol_01,D_01_00,Sihwa_07,TRUE,TRUE,FALSE,FALSE,0,
Normal_02,17,Refugee_Build,PlayerDialogue,제3재건지구에 주거 시설을 조금 더 늘린다면 그들을 일부라도 수용할 수 있지 않을까요?,Char_Danwol_01,D_01_00,Refugee_Build_02,TRUE,TRUE,FALSE,FALSE,0,
Normal_02,18,Refugee_Build_02,PlayerDialogue,"아직 개발되지 않은 공간도 남아 있고, 계획된 건물 중 주거 시설의 비중만 조금 늘리면 가능할 것 같습니다.",Char_Danwol_01,D_01_00,Sihwa_07,TRUE,TRUE,FALSE,FALSE,0,
Normal_02,19,Sihwa_07,CharacterDialogue,당신의 생각은 알겠습니다. 하지만 그것은 당신이 고민할 일이 아닙니다.,Char_Danwol_01,D_01_00,Sihwa_08,FALSE,TRUE,FALSE,FALSE,0,
Normal_02,20,Sihwa_08,CharacterDialogue,"이곳은 당신의 직장입니다. 당신의 연민도, 선의도, 개인적인 신념도. 이곳에서는 고려 대상이 아닙니다.",Char_Danwol_01,D_01_00,Sihwa_09,FALSE,TRUE,FALSE,FALSE,0,
Normal_02,21,Sihwa_09,CharacterDialogue,"한 사람을 받아들이는 것은 한 채의 집만 비우는 일이 아닙니다. 식량과 자재, 인력, 치안까지 모두 다시 계산해야 하죠.",Char_Danwol_01,D_01_00,Sihwa_10,FALSE,TRUE,FALSE,FALSE,0,
Normal_02,22,Sihwa_10,CharacterDialogue,부디 헛된 생각은 품지 않으셨으면 좋겠네요. 관리자가 바뀔 때마다 다시 교육해야 하는 제 입장도 유쾌하지만은 않으니까요.,Char_Danwol_01,D_01_00,Sihwa_11,FALSE,TRUE,FALSE,FALSE,0,
Normal_02,23,Sihwa_11,CharacterDialogue,곧 정부가 예민해질 시기입니다. 괜한 일에 휘말리지 않는 것을 추천드리죠.,Char_Danwol_01,D_01_00,Narration_03,FALSE,TRUE,FALSE,FALSE,0,
Normal_02,24,Narration_03,Narration,(잠시 정적이 흘렀다.),Char_Danwol_01,D_01_00,Sihwa_12,TRUE,TRUE,FALSE,FALSE,0,
Normal_02,25,Sihwa_12,CharacterDialogue,뭐. 저는 보고를 받는 입장일 뿐입니다. 모든 것은 당신의 선택에 달려 있겠죠.,Char_Danwol_01,D_01_00,End,FALSE,TRUE,FALSE,FALSE,0,
Normal_02,26,End,End,,,,,FALSE,FALSE,FALSE,FALSE,0,
Normal_03,1,Intro_01,Narration,(서로 다른 보고서 세 장이 책상 위에 놓였다.),,,Intro_02,FALSE,FALSE,FALSE,FALSE,0,
Normal_03,2,Intro_02,Narration,(내용은 모두 같지 않았다.),,,Sihwa_01,FALSE,FALSE,FALSE,FALSE,0,
Normal_03,3,Sihwa_01,CharacterDialogue,책상 위의 보고서들 읽어 보셨나요?,Char_Danwol_01,D_01_00,Sihwa_02,FALSE,FALSE,FALSE,FALSE,0,
Normal_03,4,Sihwa_02,CharacterDialogue,함부로 봤다고 뭐라 하진 않겠습니다. 부주의하게 이곳에 둔 제 잘못도 있으니까요.,Char_Danwol_01,D_01_00,Sihwa_03,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,5,Sihwa_03,CharacterDialogue,"어찌됐든, 보셨다고 하니 당신의 의견도 묻고 싶네요. 당신은 이들에 대해서 어떻게 생각하시나요?",Char_Danwol_01,D_01_00,Choice_Question,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,6,Choice_Question,Choice,,Char_Danwol_01,D_01_00,Choice_Question,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,7,A_000,PlayerDialogue,보고서에 적힌 홍련귀는.. 그 범죄 집단에 적힌 것이 맞나요?,Char_Danwol_01,D_01_00,A_Sihwa_01,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,8,A_Sihwa_01,CharacterDialogue,홍련귀에 대한 보고서를 읽으셨군요. 홍련귀의 사람들은 만나보셨나요?,Char_Danwol_01,D_01_00,A_Narration_01,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,9,A_Narration_01,Narration,(리 시화가 마치 이미 답을 알고 있다는 듯한 눈빛으로 바라본다.),Char_Danwol_01,D_01_00,A_Sihwa_02,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,10,A_Sihwa_02,CharacterDialogue,굳이 숨기려고 하지 않아도 됩니다. 이곳에 있는 이상 어떤 형태로든 접촉했겠죠.,Char_Danwol_01,D_01_02,A_Sihwa_03,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,11,A_Sihwa_03,CharacterDialogue,어디든 법과 질서가 닿지 않는 그림자에선 범죄자들이 존재하는 법이니까요.,Char_Danwol_01,D_01_00,A_Sihwa_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,12,A_Sihwa_04,CharacterDialogue,"그래서, 당신이 만난 사람은 어땠죠?",Char_Danwol_01,D_01_00,A_Choice_Feelings,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,13,A_Choice_Feelings,Choice,,Char_Danwol_01,D_01_00,A_Choice_Feelings,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,14,A_Fear,PlayerDialogue,"솔직히.. 무서웠습니다. 아무래도, 범죄 집단의 사람이니까요.",Char_Danwol_01,D_01_00,A_Narration_02,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,15,A_Narration_02,Narration,(리 시화는 그저 고개를 끄덕였다.),Char_Danwol_01,D_01_00,A_Sihwa_05,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,16,A_Sihwa_05,CharacterDialogue,그게 일반적인 반응이긴 하죠. 꽤나 강렬한 인상을 남겼나 보군요.,Char_Danwol_01,D_01_00,A_Sihwa_06,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,17,A_Sihwa_06,CharacterDialogue,경계를 하는 것은 좋은 자세입니다. 이곳에서 홍련귀가 아무 이유 없이 접근하진 않을테니까요.,Char_Danwol_01,D_01_00,A_Sihwa_07,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,18,A_Sihwa_07,CharacterDialogue,그렇다고 자신이 가진 두려움을 상대에게 바로 내보이는 것은 좋은 방법은 아닙니다.,Char_Danwol_01,D_01_00,A_Sihwa_17,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,19,A_Normal,PlayerDialogue,그냥.. 평범했던 것 같습니다. 일반 사람들이랑 똑같이요.,Char_Danwol_01,D_01_00,A_Narration_03,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,20,A_Narration_03,Narration,(리 시화가 담담히 고개를 끄덕였다.),Char_Danwol_01,D_01_00,A_Sihwa_08,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,21,A_Sihwa_08,CharacterDialogue,범죄자라고 해서 모두가 악인과 같은 얼굴을 하고 있진 않죠.,Char_Danwol_01,D_01_00,A_Sihwa_09,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,22,A_Sihwa_09,CharacterDialogue,결국엔 그들도 이 나라에 뿌리를 두고 있는 이들이니까요.,Char_Danwol_01,D_01_00,A_Sihwa_10,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,23,A_Sihwa_10,CharacterDialogue,물론 언젠가 완전히 뽑아버려야 하는 썩은 뿌리지만요.,Char_Danwol_01,D_01_01,A_Sihwa_11,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,24,A_Sihwa_11,CharacterDialogue,오히려 주위의 사람을 수록 더욱 경계하는 것이 오래 살아남기에 적합한 방법이죠.,Char_Danwol_01,D_01_00,A_Sihwa_17,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,25,A_Kind,PlayerDialogue,그 사람은.. 친절했습니다. 꽤나 호의적이였어요.,Char_Danwol_01,D_01_00,A_Narration_04,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,26,A_Narration_04,Narration,(리 시화가 의외라는 듯 서안을 바라봤다.),Char_Danwol_01,D_01_00,A_Sihwa_12,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,27,A_Sihwa_12,CharacterDialogue,"친절이라, 꽤나 홍련귀와의 만남이 나쁘지 않았나 보네요.",Char_Danwol_01,D_01_00,A_Sihwa_13,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,28,A_Sihwa_13,CharacterDialogue,그렇다면 당신에게 묻고 싶은 것이 있습니다.,Char_Danwol_01,D_01_00,A_Sihwa_14,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,29,A_Sihwa_14,CharacterDialogue,"홍련귀의 사람과 만났을 때, 그가 당신이 누군지 알고 있는 것 같았습니까?",Char_Danwol_01,D_01_00,A_Narration_05,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,30,A_Narration_05,Narration,(리 시화가 서안의 반응을 바라봤다.),Char_Danwol_01,D_01_00,A_Sihwa_15,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,31,A_Sihwa_15,CharacterDialogue,그렇군요.,Char_Danwol_01,D_01_00,A_Sihwa_16,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,32,A_Sihwa_16,CharacterDialogue,이곳에서 타인의 친절을 바라는 것만큼 멍청한 짓은 없을 겁니다.,Char_Danwol_01,D_01_00,A_Sihwa_17,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,33,A_Sihwa_17,CharacterDialogue,"당신이 홍련귀에게 어떤 감상을 느꼈던, 이 사실만은 꼭 기억하고 있는 것이 좋겠네요.",Char_Danwol_01,D_01_00,A_Sihwa_18,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,34,A_Sihwa_18,CharacterDialogue,"그들이 어떤 모습을 하고 있던, 당신을 어떻게 대하던 그들은 결국 범죄 조직입니다.",Char_Danwol_01,D_01_00,A_Sihwa_19,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,35,A_Sihwa_19,CharacterDialogue,그것도 아주 옛날부터 이 구룡채성에서 뿌리를 내리고 있는 이들이요.,Char_Danwol_01,D_01_00,A_Sihwa_20,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,36,A_Sihwa_20,CharacterDialogue,그 사실 만은 절대 변하지 않으니까요.,Char_Danwol_01,D_01_00,Sihwa_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,37,B_000,PlayerDialogue,"야서라면, 구룡채성에 있는 그 혁명단에 대해 적혀 있는 것이더군요.",Char_Danwol_01,D_01_00,B_Sihwa_01,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,38,B_Sihwa_01,CharacterDialogue,야서에 대한 보고서를 읽어보셨군요. 이 구룡채성 안에서도 혁명 집단이랄 것이 있는 것이 신기할 정도이죠.,Char_Danwol_01,D_01_00,B_Sihwa_02,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,39,B_Sihwa_02,CharacterDialogue,"일단 혁명 집단을 표방하고 있긴 하지만, 그들이 저항하는 것은 홍련귀이기에 정부측에서 그리 관심을 둘 이들은 아니기도 하고요.",Char_Danwol_01,D_01_00,B_Sihwa_03,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,40,B_Sihwa_03,CharacterDialogue,물론 그 규모가 작은 것과 만들어진지 오래 지나지 않은 이유도 있습니다.,Char_Danwol_01,D_01_00,B_Sihwa_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,41,B_Sihwa_04,CharacterDialogue,당신은 야서라는 단체에 소속된 이를 만난 것 같아 보이네요.,Char_Danwol_01,D_01_00,B_Sihwa_05,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,42,B_Sihwa_05,CharacterDialogue,당신이 만난 그들은 어땠나요?,Char_Danwol_01,D_01_00,B_Choice_Feelings,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,43,B_Choice_Feelings,Choice,,Char_Danwol_01,D_01_00,,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,44,B_Moderate,PlayerDialogue,"제가 만난 사람은 혁명단이라는 이름과 다르게 온건했습니다. 정중했고, 친절했습니다.",Char_Danwol_01,D_01_00,B_Narration_01,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,45,B_Narration_01,Narration,(리 시화가 고개를 끄덕였다.),Char_Danwol_01,D_01_00,B_Sihwa_06,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,46,B_Sihwa_06,CharacterDialogue,그렇군요. 혁명이라는 이름을 내걸고 있다고 모두가 과격할 이유는 없죠.,Char_Danwol_01,D_01_00,B_Sihwa_07,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,47,B_Sihwa_07,CharacterDialogue,"야서는 결국에 홍련귀에 대항하여 자신들을, 구룡채성에 사는 이들의 안전과 권리를 지킨다는 명분을 내걸고 있으니까요.",Char_Danwol_01,D_01_00,B_Sihwa_08,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,48,B_Sihwa_08,CharacterDialogue,그들이 말하는 권리가 어디까지를 말하는 것 일지는 두고봐야 하겠지만요.,Char_Danwol_01,D_01_00,B_Sihwa_19,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,49,B_Warily,PlayerDialogue,만났던 그 사람은 저를 경계하는 것 같았습니다.,Char_Danwol_01,D_01_00,B_Narration_02,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,50,B_Narration_02,Narration,(리 시화가 잠시 생각에 잠긴 듯 느리게 고개를 끄덕였다),Char_Danwol_01,D_01_00,B_Sihwa_09,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,51,B_Sihwa_09,CharacterDialogue,경계라. 그럴 수도 있겠군요.,Char_Danwol_01,D_01_00,B_Sihwa_10,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,52,B_Sihwa_10,CharacterDialogue,그들에겐 홍련귀나 저희나 똑같이 느껴졌을 수도 있으니까요.,Char_Danwol_01,D_01_00,B_Sihwa_11,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,53,B_Sihwa_11,CharacterDialogue,자신들과 그 밖의 것들. 이분법적인 사고지만 자신들을 지키고 숨기에는 가장 좋은 방법일 테니까요.,Char_Danwol_01,D_01_00,B_Sihwa_12,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,54,B_Sihwa_12,CharacterDialogue,하지만 그 경계를 직접 내보이는 것과 경계를 숨긴 채 대하는 것은 다른 것이긴 하죠.,Char_Danwol_01,D_01_00,B_Sihwa_13,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,55,B_Sihwa_13,CharacterDialogue,"전자라면 저희가 신경 쓸 바는 별로 없겠지만 후자라면, 두고 봐야겠네요.",Char_Danwol_01,D_01_00,B_Sihwa_19,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,56,B_Special,PlayerDialogue,그는 어딘가.. 이곳 사람 같지는 않았습니다. 어딘가 눈에 띄는 사람이였어요.,Char_Danwol_01,D_01_00,B_Narration_03,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,57,B_Narration_03,Narration,"(리 시화가 침묵 했다. 꽤나 오래 생각에 잠긴 듯 했고, 서안을 바라봤다.)",Char_Danwol_01,D_01_01,B_Sihwa_14,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,58,B_Sihwa_14,CharacterDialogue,이곳 사람 같지 않았다. 꽤나 특이한 판단이네요.,Char_Danwol_01,D_01_00,B_Sihwa_15,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,59,B_Sihwa_15,CharacterDialogue,어째서 그런 생각을 하게 된 거죠?,Char_Danwol_01,D_01_00,B_Narration_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,60,B_Narration_04,Narration,(리 시화가 서안의 대답을 기다렸다.),Char_Danwol_01,D_01_00,B_Sihwa_16,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,61,B_Sihwa_16,CharacterDialogue,감이라. 그건 당신이 이곳 출신이기 때문에 할 수 있는 말인가요?,Char_Danwol_01,D_01_00,B_Sihwa_17,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,62,B_Sihwa_17,CharacterDialogue,감이란 건 주장을 뒷받침 하는 근거가 되기엔 신뢰도가 부족하죠.,Char_Danwol_01,D_01_00,B_Sihwa_18,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,63,B_Sihwa_18,CharacterDialogue,"…하지만 그래요. 당신이 그렇게 느꼈다면, 더 지켜보는 것도 좋을 것 같네요.",Char_Danwol_01,D_01_00,B_Sihwa_19,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,64,B_Sihwa_19,CharacterDialogue,어찌됐건 야서도 결국엔 이곳 구룡채성에 사는 이들 중 하나죠.,Char_Danwol_01,D_01_00,B_Sihwa_20,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,65,B_Sihwa_20,CharacterDialogue,그렇지만 홍련귀와 무력투쟁을 불사하는 만큼 어느 정도는 주시하고 있는게 좋겠네요.,Char_Danwol_01,D_01_00,B_Sihwa_21,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,66,B_Sihwa_21,CharacterDialogue,이것 하나만은 명심하도록 하세요.,Char_Danwol_01,D_01_00,B_Sihwa_22,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,67,B_Sihwa_22,CharacterDialogue,"그들에게 너무 몰입하지마세요. 그들의 이유를, 명분을 파고들지 마세요.",Char_Danwol_01,D_01_00,Sihwa_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,68,C_000,PlayerDialogue,잘..모르겠습니다.,Char_Danwol_01,D_01_00,C_Sihwa_01,TRUE,TRUE,FALSE,FALSE,0,
Normal_03,69,C_Sihwa_01,CharacterDialogue,봐도 잘 모르겠다라. 당신은 일에만 집중하고 있나 보네요. 좋은 자세 입니다.,Char_Danwol_01,D_01_02,C_Sihwa_02,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,70,C_Sihwa_02,CharacterDialogue,앞으로도 그 태도를 유지해주시면 좋겠어요.,Char_Danwol_01,D_01_02,C_Sihwa_03,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,71,C_Sihwa_03,CharacterDialogue,"당신이 해야하는 일이 무엇인지, 무엇 덕분에 그 자리에 설 수 있는지를 잘 기억하면서 말이죠.",Char_Danwol_01,D_01_00,C_Sihwa_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,72,C_Sihwa_04,CharacterDialogue,이곳에 너무 정 붙이지 마시길 바라죠.,Char_Danwol_01,D_01_00,Sihwa_04,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,73,Sihwa_04,CharacterDialogue,제가 이렇게 말하긴 했지만 당신이 하는 모든 바를 제가 막을 순 없겠죠.,Char_Danwol_01,D_01_00,Sihwa_05,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,74,Sihwa_05,CharacterDialogue,"당신이 이곳에 있는 이상, 필연적으로 집중을 받을 수 밖에 없는 자리니까요.",Char_Danwol_01,D_01_00,Sihwa_06,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,75,Sihwa_06,CharacterDialogue,"당신이 누구와 만나는 지는 자유지만, 자신의 위치와 맡은 바를 잘 기억하도록 하세요.",Char_Danwol_01,D_01_00,end,FALSE,TRUE,FALSE,FALSE,0,
Normal_03,76,end,End,,,,,FALSE,TRUE,FALSE,FALSE,0,
Normal_04,1,Narration_01,Narration,({UserName}가 이번 달의 보고를 위해 리 시화의 사무실을 찾았다.),,,Narration_02,FALSE,FALSE,FALSE,FALSE,0,
Normal_04,2,Narration_02,Narration,(리 시화는 {UserName}가 건넨 보고서를 천천히 넘겨보았다.),,,Narration_03,FALSE,FALSE,FALSE,FALSE,0,
Normal_04,3,Narration_03,Narration,(몇 장을 넘기던 손이 멈췄다.),,,Sihwa_01,FALSE,FALSE,FALSE,FALSE,0,
Normal_04,4,Sihwa_01,CharacterDialogue,이번 달은 꽤 조용했네요.,Char_Danwol_01,D_01_00,Sihwa_02,FALSE,FALSE,FALSE,FALSE,0,
